Name,Description,Lat,Lon
M 4.2 Northern Mid-atlantic Ridge,2012 03 29,15.865,-46.61
M 4.2 Near Coast Of Northern Peru,2012 03 29,-5.186,-80.789
M 4 Eastern Greenland,2012 03 29,71.576,-32.973
M 4 Banda Sea,2012 03 29,-6.347,130.868
M 4 Offshore Oaxaca,2012 03 29,15.975,-98.448
M 4 Guerrero,2012 03 29,16.597,-98.355
M 4 Central Alaska,2012 03 29,62.074,-150.661
M 4 Gulf Of California,2012 03 29,26.978,-110.817
M 3.5 Pribilof Islands,2012 03 29,56.708,-169.616
M 3.4 Utah,2012 03 29,38.982,-111.385
M 3.1 Andreanof Islands,2012 03 29,51.94,-178.84
M 2.9 South Of Alaska,2012 03 29,53.673,-162.761
M 2.9 Southern Alaska,2012 03 29,60.412,-152.417
M 2.8 Baja California,2012 03 29,32.556,-115.692
M 2.8 Alaska Peninsula,2012 03 29,54.231,-162.499
M 2.8 Colorado,2012 03 29,37.202,-104.813
M 2.7 Utah,2012 03 29,38.985,-111.388
M 2.6 Washington,2012 03 29,48.759,-122.103
M 2.5 Unimak Island Region,2012 03 29,54.242,-164.786
M 2.4 Seattle-tacoma Area,2012 03 29,47.719,-122.051
M 2.3 San Francisco Bay Area,2012 03 29,37.854,-121.848
M 5.4 Offshore Chiapas,2012 03 30,14.381,-93.063
M 5.2 Bougainville Region,2012 03 30,-6.583,154.659
M 5.2 Northern Sumatra,2012 03 30,4.616,95.115
M 5.1 Near East Coast Of Honshu,2012 03 30,37.539,141.244
M 5.1 Off East Coast Of Honshu,2012 03 30,40.764,144.807
M 5 Southeast Of Easter Island,2012 03 30,-35.843,-101.463
M 5 Fiji Region,2012 03 30,-21.177,-178.97
M 4.9 Vanuatu,2012 03 30,-14.799,167.434
M 4.9 Greenland Sea,2012 03 30,79.938,1.027
M 4.9 Tonga,2012 03 30,-21.279,-174.568
M 4.9 North Island Of New Zealand,2012 03 30,-40.931,175.416
M 4.9 Ryukyu Islands,2012 03 30,24.34,126.505
M 4.9 South Sandwich Islands Region,2012 03 30,-54.818,-29.064
M 4.8 Veracruz,2012 03 30,17.497,-94.646
M 4.8 Costa Rica,2012 03 30,10.522,-84.741
M 4.8 Eastern New Guinea Reg.,2012 03 30,-5.845,147.748
M 4.7 Fiji,2012 03 30,-15.468,179.916
M 4.7 Off East Coast Of Honshu,2012 03 30,39.211,144.527
M 4.6 Southern Sumatra,2012 03 30,-4.713,102.383
M 4.6 Off East Coast Of Honshu,2012 03 30,40.787,145.128
M 4.6 Tonga,2012 03 30,-18.324,-174.825
M 4.6 South Sandwich Islands Region,2012 03 30,-56.677,-26.363
M 4.6 Off East Coast Of Honshu,2012 03 30,40.796,144.887
M 4.6 Kepulauan Barat Daya,2012 03 30,-7.077,125.085
M 4.5 Maule,2012 03 30,-35.196,-72.187
M 4.5 Near East Coast Of Honshu,2012 03 30,39.791,142.336
M 4.5 Off East Coast Of Honshu,2012 03 30,40.843,144.867
M 4.4 Off East Coast Of Honshu,2012 03 30,39.629,143.57
M 4.3 Hokkaido,2012 03 30,42.702,141.955
M 4.3 South Sandwich Islands Region,2012 03 30,-55.666,-26.829
M 4.2 Kermadec Islands Region,2012 03 30,-29.644,-176.135
M 4.2 South Sandwich Islands Region,2012 03 30,-55.598,-26.73
M 4.2 Off Coast Of Tarapaca,2012 03 30,-18.407,-71.367
M 4.1 Off Coast Of Chiapas,2012 03 30,14.336,-93.403
M 4 Offshore Chiapas,2012 03 30,14.69,-92.646
M 4 Offshore Coquimbo,2012 03 30,-30.091,-71.536
M 4 Offshore Guerrero,2012 03 30,15.908,-98.884
M 4 Oaxaca,2012 03 30,16.442,-98.157
M 4 Offshore Chiapas,2012 03 30,15.555,-93.784
M 4 Guerrero,2012 03 30,16.803,-98.604
M 4 Nias Region,2012 03 30,0.331,97.223
M 4 Eastern Xizang,2012 03 30,30.142,96.893
M 3.8 South Island Of New Zealand,2012 03 30,-43.5,172.835
M 3.4 New Brunswick,2012 03 30,47.354,-66.094
M 3.3 Puerto Rico Region,2012 03 30,18.953,-65.341
M 3.3 Southern California,2012 03 30,33.304,-116.879
M 3.3 Northern Alaska,2012 03 30,65.372,-162.619
M 3.1 Southeastern Alaska,2012 03 30,55.139,-134.003
M 3 Fox Islands,2012 03 30,52.381,-169.413
M 3 Andreanof Islands,2012 03 30,52.1,-175.63
M 3 Rat Islands,2012 03 30,51.603,179.669
M 3 Fox Islands,2012 03 30,51.787,-171.426
M 2.9 Central Alaska,2012 03 30,62.192,-151.483
M 2.9 Bering Strait,2012 03 30,67.466,-166.489
M 2.8 Southern California,2012 03 30,33.305,-116.881
M 2.7 Southeastern Alaska,2012 03 30,57.771,-132.838
M 2.7 Southern Alaska,2012 03 30,61.396,-150.382
M 2.7 Southeastern Alaska,2012 03 30,57.977,-136.654
M 2.6 Kenai Peninsula,2012 03 30,60.137,-150.348
M 2.6 Hawaii Region,2012 03 30,20.3,-155.98
M 2.2 Northern California,2012 03 30,38.815,-122.792
M 2.1 Northern California,2012 03 30,39.929,-120.861
M 5.2 South Of Fiji Islands,2012 03 31,-23.63,179.299
M 5.1 Tonga,2012 03 31,-20.326,-175.234
M 4.9 Hindu Kush Region,2012 03 31,36.496,71.287
M 4.9 Northern Sumatra,2012 03 31,5.411,94.567
M 4.9 Vanuatu,2012 03 31,-18.326,168.152
M 4.9 Guam Region,2012 03 31,12.246,144.113
M 4.9 Guam Region,2012 03 31,12.344,144.127
M 4.6 Jujuy,2012 03 31,-23.19,-66.687
M 4.6 Northern Sumatra,2012 03 31,0.969,101.483
M 4.6 Lake Tanganyika Region,2012 03 31,-8.455,30.286
M 4.6 Andreanof Islands,2012 03 31,51.485,-174.133
M 4.6 Off The Coast Of El Salvador,2012 03 31,12.634,-90.394
M 4.5 Kermadec Islands,2012 03 31,-30.897,-177.671
M 4.5 Kermadec Islands Region,2012 03 31,-31.21,-179.012
M 4.5 Banda Sea,2012 03 31,-6.695,129.705
M 4.4 Sucre,2012 03 31,10.54,-63.2
M 4.4 Northern Sumatra,2012 03 31,4.173,95.842
M 4.4 Near East Coast Of Honshu,2012 03 31,36.735,140.597
M 4.4 Off E. Coast Of N. Island,2012 03 31,-36.99,179.343
M 4.4 Offshore Guatemala,2012 03 31,14.262,-92.37
M 4.4 Maule,2012 03 31,-35.267,-72.089
M 4.4 Mindanao,2012 03 31,8.585,126.517
M 4.3 South Sandwich Islands Region,2012 03 31,-54.871,-28.947
M 4.3 Southern Sumatra,2012 03 31,-3.903,103.492
M 4.3 Philippine Islands Region,2012 03 31,15.803,122.203
M 4.3 Off East Coast Of Honshu,2012 03 31,40.811,144.827
M 4.3 New Britain Region,2012 03 31,-6.528,153.222
M 4.3 Eastern Honshu,2012 03 31,39.72,141.79
M 4.3 Tonga,2012 03 31,-15.487,-174.392
M 4.2 Off E. Coast Of N. Island,2012 03 31,-36.889,177.113
M 4.2 Sucre,2012 03 31,10.431,-62.944
M 4.2 Eastern Turkey,2012 03 31,39.079,43.776
M 4.2 Andreanof Islands,2012 03 31,51.476,-174.107
M 4.2 Pakistan,2012 03 31,34.447,73.563
M 4.2 Guam Region,2012 03 31,12.238,144.348
M 4.1 Off W. Coast Of S. Island,2012 03 31,-45.95,166.507
M 4.1 Offshore Chiapas,2012 03 31,15.817,-94.173
M 4.1 Sea Of Japan,2012 03 31,37.751,134.155
M 4.1 Offshore Baja Calif. Sur,2012 03 31,23.236,-110.458
M 4.1 Jan Mayen Island Region,2012 03 31,70.888,-6.788
M 4.1 Vanuatu,2012 03 31,-14.569,167.334
M 4 Offshore Oaxaca,2012 03 31,16.172,-98.372
M 4 North Island Of New Zealand,2012 03 31,-37.031,176.376
M 3.3 Oklahoma,2012 03 31,35.437,-96.574
M 3.2 Andreanof Islands,2012 03 31,51.361,-173.957
M 3.2 Central Alaska,2012 03 31,63.045,-144.167
M 3 Channel Islands Reg.,2012 03 31,34.006,-118.831
M 3 South Of Alaska,2012 03 31,53.583,-162.838
M 3 Offshore Northern California,2012 03 31,40.357,-125.432
M 3 Channel Islands Reg.,2012 03 31,33.691,-119.136
M 2.8 Unimak Island Region,2012 03 31,54.165,-163.499
M 2.8 Puerto Rico Region,2012 03 31,19.376,-66.011
M 2.7 Southern Alaska,2012 03 31,61.678,-150.895
M 2.6 Southern Alaska,2012 03 31,61.039,-152.552
M 2.6 Southern Alaska,2012 03 31,60.137,-153.297
M 2.6 Andreanof Islands,2012 03 31,51.341,-173.946
M 2.6 Puerto Rico Region,2012 03 31,19.161,-66.15
M 2.5 Southern Alaska,2012 03 31,59.841,-152.108
M 2.5 Puerto Rico Region,2012 03 31,17.636,-65.959
M 2.2 North Carolina,2012 03 31,35.083,-80.342
M 5.7 Eastern Honshu,2012 04 01,37.116,140.957
M 5.7 New Ireland Region,2012 04 01,-4.516,153.427
M 5.4 Tristan Da Cunha Region,2012 04 01,-35.191,-14.877
M 5.3 Guerrero,2012 04 01,16.46,-98.54
M 4.9 Antofagasta,2012 04 01,-23.023,-68.981
M 4.9 Tonga,2012 04 01,-19.988,-174.049
M 4.9 Coquimbo,2012 04 01,-31.908,-71.322
M 4.8 Off E. Coast Of N. Island,2012 04 01,-36.568,177.224
M 4.8 Batan Isl Region,2012 04 01,20.238,122.446
M 4.8 Off East Coast Of Honshu,2012 04 01,37.323,144.172
M 4.8 Alamagan Reg,2012 04 01,17.672,145.709
M 4.7 Off E. Coast Of N. Island,2012 04 01,-36.563,177.236
M 4.6 Off East Coast Of Honshu,2012 04 01,37.945,142.521
M 4.6 Off East Coast Of Honshu,2012 04 01,37.027,143.332
M 4.6 Near East Coast Of Honshu,2012 04 01,39.807,142.36
M 4.6 Western Indian-antarctic Ridge,2012 04 01,-48.916,121.521
M 4.5 Offshore El Salvador,2012 04 01,13.43,-89.685
M 4.5 Ryukyu Islands,2012 04 01,25.531,126.613
M 4.4 Izu Islands,2012 04 01,31.278,142.319
M 4.4 North Island Of New Zealand,2012 04 01,-38.008,176.02
M 4.4 Kepulauan Talaud,2012 04 01,3.082,126.873
M 4.2 Near East Coast Of Honshu,2012 04 01,36.346,140.855
M 4.1 Off E. Coast Of N. Island,2012 04 01,-36.553,177.192
M 4.1 South Atlantic Ocean,2012 04 01,-53.393,-49.328
M 4 Solomon Islands,2012 04 01,-7.027,155.061
M 4 Southern Alaska,2012 04 01,59.978,-153.292
M 4 Eastern New Guinea Reg.,2012 04 01,-6.034,146.651
M 4 Off E. Coast Of N. Island,2012 04 01,-36.591,177.168
M 4 Mariana Islands Region,2012 04 01,17.133,147.438
M 4 Guerrero,2012 04 01,16.569,-98.862
M 4 Guerrero,2012 04 01,16.467,-98.456
M 3.4 Off Coast Of Northern California,2012 04 01,40.405,-127.182
M 3.3 South Of Alaska,2012 04 01,53.599,-162.872
M 3.3 South Of Alaska,2012 04 01,53.543,-162.858
M 3.3 South Of Alaska,2012 04 01,53.578,-162.831
M 3.3 Greece,2012 04 01,38.13,23.74
M 3.2 South Of Alaska,2012 04 01,53.68,-162.866
M 3.2 Central Alaska,2012 04 01,63.103,-149.35
M 3 Northern California,2012 04 01,38.81,-122.792
M 3 Southern California,2012 04 01,33.379,-116.853
M 3 Central California,2012 04 01,35.694,-121.148
M 3 Puerto Rico Region,2012 04 01,19.073,-67.743
M 2.9 Southern California,2012 04 01,32.993,-115.541
M 2.9 Northern California,2012 04 01,38.958,-122.688
M 2.9 Alaska Peninsula,2012 04 01,55.237,-157.889
M 2.8 Southern Alaska,2012 04 01,59.685,-152.656
M 2.8 Central Alaska,2012 04 01,62.262,-154.328
M 2.8 Alaska Peninsula,2012 04 01,56.96,-155.759
M 2.7 South Of Alaska,2012 04 01,53.657,-162.908
M 2.7 South Of Aleutian Islands,2012 04 01,49.946,-178.621
M 2.5 Virgin Islands Region,2012 04 01,18.892,-64.395
M 2.3 Southern California,2012 04 01,32.992,-115.534
M 6 Oaxaca,2012 04 02,16.395,-98.316
M 5.4 Tonga,2012 04 02,-16.906,-173.539
M 5 Oaxaca,2012 04 02,16.313,-98.531
M 5 Off East Coast Of Honshu,2012 04 02,37.937,142.813
M 5 Offshore Guerrero,2012 04 02,16.281,-98.572
M 4.9 Near East Coast Of Honshu,2012 04 02,38.871,142.099
M 4.8 Tonga,2012 04 02,-20.824,-174.439
M 4.8 Oaxaca,2012 04 02,16.334,-98.485
M 4.7 Off Coast Of Jalisco,2012 04 02,18.814,-107.593
M 4.6 Near East Coast Of Honshu,2012 04 02,38.743,142.586
M 4.6 Tajikistan,2012 04 02,37.537,71.909
M 4.6 Molucca Sea,2012 04 02,2.748,127.571
M 4.6 Oaxaca,2012 04 02,16.305,-98.464
M 4.6 Fiji Region,2012 04 02,-17.686,-178.833
M 4.6 Oaxaca,2012 04 02,16.504,-98.287
M 4.5 Near Coast Of Nicaragua,2012 04 02,12.202,-87.736
M 4.5 Coquimbo,2012 04 02,-29.089,-71.155
M 4.5 Ceram Sea,2012 04 02,-2.82,127.435
M 4.5 Offshore Guerrero,2012 04 02,16.408,-98.647
M 4.5 Offshore Oaxaca,2012 04 02,16.274,-98.462
M 4.4 Near N Coast Of New Guinea,2012 04 02,-3.602,144.204
M 4.4 Western Indian-antarctic Ridge,2012 04 02,-48.845,121.079
M 4.3 Minahasa,2012 04 02,-0.955,119.812
M 4.3 Izu Islands,2012 04 02,29.924,138.723
M 4.3 New Britain Region,2012 04 02,-5.561,151.339
M 4.3 Banda Sea,2012 04 02,-6.129,130.292
M 4.2 Jujuy,2012 04 02,-22.676,-66.339
M 4.1 South Of Fiji Islands,2012 04 02,-23.665,-178.009
M 4.1 Vanuatu,2012 04 02,-14.223,167.165
M 4.1 Near S. Coast Of Western Honshu,2012 04 02,33.746,136.932
M 4.1 Oaxaca,2012 04 02,16.33,-98.452
M 4.1 Oaxaca,2012 04 02,16.303,-98.436
M 4.1 Offshore Oaxaca,2012 04 02,16.208,-98.407
M 4.1 Oaxaca,2012 04 02,16.303,-98.484
M 4 Oaxaca,2012 04 02,16.317,-98.186
M 4 Saipan Reg.,2012 04 02,15.284,145.961
M 4 Oaxaca,2012 04 02,16.314,-98.518
M 3.5 Andreanof Islands,2012 04 02,51.647,-175.275
M 3.3 Northern Alaska,2012 04 02,68.161,-160.27
M 3.2 Southern Alaska,2012 04 02,61.185,-152.329
M 3.1 Dominican Republic Region,2012 04 02,19.058,-67.767
M 2.7 Puerto Rico Region,2012 04 02,18.83,-67.263
M 2.6 Mona Passage,2012 04 02,18.177,-67.368
M 2.5 Puerto Rico,2012 04 02,18.033,-66.892
M 5.4 Near Coast Of Northern Peru,2012 04 03,-5.18,-80.583
M 5.4 Kepulauan Kai,2012 04 03,-5.654,133.876
M 5.3 New Ireland Region,2012 04 03,-4.397,153.442
M 5.2 Tarapaca,2012 04 03,-19.638,-69.093
M 5 Offshore O'higgins,2012 04 03,-33.847,-72.757
M 5 Kepulauan Barat Daya,2012 04 03,-7.035,125.367
M 4.9 Near East Coast Of Honshu,2012 04 03,40.329,142.373
M 4.8 Eastern New Guinea Reg.,2012 04 03,-6.084,146.553
M 4.8 Near S. Coast Of Honshu,2012 04 03,35.781,139.526
M 4.8 Mindanao,2012 04 03,8.271,126.504
M 4.8 Oaxaca,2012 04 03,16.341,-98.504
M 4.8 Mid-indian Ridge,2012 04 03,-15.068,66.904
M 4.8 Tonga,2012 04 03,-21.261,-175.821
M 4.7 New Ireland Region,2012 04 03,-4.358,153.452
M 4.7 South Of Fiji Islands,2012 04 03,-24.836,-178.634
M 4.7 Vanuatu,2012 04 03,-13.575,167.194
M 4.6 Near East Coast Of Honshu,2012 04 03,38.398,142.794
M 4.6 Philippine Islands Region,2012 04 03,5.162,127.269
M 4.5 North Atlantic Ocean,2012 04 03,43.067,-14.462
M 4.5 Near Coast Of Nicaragua,2012 04 03,11.644,-86.812
M 4.4 Prince Edward Islands Region,2012 04 03,-44.087,37.942
M 4.4 Northern Peru,2012 04 03,-5.275,-76.57
M 4.4 Northern Sumatra,2012 04 03,4.878,96.13
M 4.1 Kermadec Islands Region,2012 04 03,-29.209,-176.304
M 4.1 Oklahoma,2012 04 03,34.635,-95.875
M 4.1 Southern Mid-atlantic Ridge,2012 04 03,-54.1,-2.526
M 4.1 Mariana Islands Region,2012 04 03,19.14,146.92
M 4.1 Off Coast Of Chiapas,2012 04 03,14.26,-93.253
M 4 Offshore Guerrero,2012 04 03,16,-98.829
M 4 Offshore Oaxaca,2012 04 03,16.217,-98.383
M 3.8 South Island Of New Zealand,2012 04 03,-43.622,172.671
M 3.7 Virgin Islands Region,2012 04 03,17.942,-64.914
M 3.5 Southern California,2012 04 03,33.858,-116.156
M 3.1 Mona Passage,2012 04 03,18.079,-68.278
M 3 Unimak Island Region,2012 04 03,53.491,-164.959
M 2.9 Central Alaska,2012 04 03,63.074,-150.972
M 2.9 Virgin Islands Region,2012 04 03,19.047,-64.151
M 2.9 Alaska Peninsula,2012 04 03,58.107,-154.88
M 2.7 Puerto Rico Region,2012 04 03,17.858,-66.648
M 2.7 Puerto Rico,2012 04 03,18.032,-66.899
M 2.7 Alaska Peninsula,2012 04 03,57.475,-156.212
M 2.7 Southern California,2012 04 03,34.02,-116.594
M 2.7 Fox Islands,2012 04 03,52.702,-169.576
M 2.5 Southern Alaska,2012 04 03,60.217,-152.429
M 2.5 South Of Alaska,2012 04 03,53.607,-162.852
M 2.5 Fox Islands,2012 04 03,52.864,-169.715
M 2.5 South Of Alaska,2012 04 03,53.531,-162.796
M 2.5 Southern Alaska,2012 04 03,59.767,-153.49
M 2.5 Virginia,2012 04 03,37.91,-77.996
M 2.5 South Of Alaska,2012 04 03,53.625,-162.856
M 2.5 Oklahoma,2012 04 03,34.589,-97.44
M 2.1 Washington,2012 04 03,46.193,-123.034
M 5.3 New Ireland Region,2012 04 04,-3.824,152.173
M 4.9 Central Mid-atlantic Ridge,2012 04 04,7.414,-34.586
M 4.9 Luzon,2012 04 04,14.065,120.676
M 4.8 Southern Sumatra,2012 04 04,-5.645,103.784
M 4.8 Papua,2012 04 04,-3.131,139.789
M 4.8 Kermadec Islands,2012 04 04,-30.46,-177.521
M 4.8 Fiji,2012 04 04,-16.358,177.858
M 4.7 New Britain Region,2012 04 04,-4.24,152.176
M 4.7 New Britain Region,2012 04 04,-4.065,152.509
M 4.7 Potosi,2012 04 04,-21.53,-66.609
M 4.6 Off East Coast Of Honshu,2012 04 04,36.873,142.004
M 4.6 Offshore Michoacan,2012 04 04,18.46,-103.84
M 4.6 Near East Coast Of Kamchatka,2012 04 04,55.873,162.387
M 4.6 State Of Yap,2012 04 04,9.687,141.839
M 4.5 Salta,2012 04 04,-24.533,-65.689
M 4.4 Eastern Turkey,2012 04 04,38.884,43.569
M 4.4 Eastern Turkey,2012 04 04,39.226,41.051
M 4.3 South Of Panama,2012 04 04,6.248,-82.699
M 4.3 Kyrgyzstan,2012 04 04,41.851,79.421
M 4.2 Bay Of Campeche,2012 04 04,20.23,-92.677
M 4.1 Guerrero,2012 04 04,16.508,-98.328
M 4 Western Turkey,2012 04 04,37.9,29.432
M 4 Bay Of Campeche,2012 04 04,19.507,-93.031
M 4 Turkey-syria Border Region,2012 04 04,36.926,37.046
M 3.9 Central Alaska,2012 04 04,62.74,-150.561
M 3.7 Guerrero,2012 04 04,16.664,-98.242
M 3.6 Central Alaska,2012 04 04,63.209,-150.732
M 3.5 Southern California,2012 04 04,33.858,-116.157
M 3.4 Anguilla Region,2012 04 04,18.103,-63.764
M 3.4 Virgin Islands Region,2012 04 04,19.695,-64.486
M 3.3 Southern Alaska,2012 04 04,61.351,-146.709
M 3.3 Fox Islands,2012 04 04,52.192,-171.65
M 3.2 Fox Islands,2012 04 04,53.407,-167.904
M 3.1 Andreanof Islands,2012 04 04,52.024,-172.236
M 3 Fox Islands,2012 04 04,52.815,-169.588
M 3 Baja California,2012 04 04,32.608,-115.8
M 2.9 Virgin Islands Region,2012 04 04,18.813,-64.325
M 2.8 Southern California,2012 04 04,33.858,-116.154
M 2.8 Kodiak Island Region,2012 04 04,56.883,-153.036
M 2.7 Southern Alaska,2012 04 04,60.088,-153.083
M 2.7 Alaska Peninsula,2012 04 04,58.229,-156.037
M 2.7 South Of Alaska,2012 04 04,52.805,-163.006
M 2.7 Southern California,2012 04 04,33.86,-116.156
M 2.6 Fox Islands,2012 04 04,53.468,-165.09
M 2.6 Nevada,2012 04 04,37.261,-114.976
M 2.5 Southern Alaska,2012 04 04,61.593,-146.4
M 2.5 Central Alaska,2012 04 04,63.122,-151.518
M 2.1 San Francisco Bay Area,2012 04 04,37.877,-122.26
M 2 Northern California,2012 04 04,36.959,-121.579
M 2 Southern California,2012 04 04,33.854,-116.156
M 4.9 Samar,2012 04 05,11.331,125.493
M 4.8 Mid-indian Ridge,2012 04 05,-25.152,70.259
M 4.7 Timor Region,2012 04 05,-10.207,123.705
M 4.7 Northern Algeria,2012 04 05,36.19,4.57
M 4.7 New Siberian Islands,2012 04 05,75.039,136.535
M 4.7 Indian Ocean Triple Junction,2012 04 05,-26.189,70.696
M 4.6 Near East Coast Of Honshu,2012 04 05,35.772,141.741
M 4.5 South Of Panama,2012 04 05,6.103,-82.534
M 4.5 Near East Coast Of Kamchatka,2012 04 05,53.133,160.346
M 4.5 South Island Of New Zealand,2012 04 05,-44.156,169.707
M 4.4 Offshore Chiapas,2012 04 05,14.462,-92.848
M 4.3 Hindu Kush Region,2012 04 05,36.665,71.292
M 4.1 Alaska Peninsula,2012 04 05,56.068,-156.492
M 4.1 Nias Region,2012 04 05,1.493,97.037
M 4 Jan Mayen Island Region,2012 04 05,70.786,-6.33
M 4 Offshore Oaxaca,2012 04 05,16.22,-98.348
M 3.8 Gulf Of Alaska,2012 04 05,57.116,-147.088
M 3.3 Alaska Peninsula,2012 04 05,54.45,-162.199
M 3.2 Puerto Rico Region,2012 04 05,19.7,-65.213
M 3.2 South Of Alaska,2012 04 05,52.524,-160.229
M 3.2 Virgin Islands Region,2012 04 05,19.142,-65.071
M 3.1 Fox Islands,2012 04 05,53.809,-165.158
M 3.1 Puerto Rico Region,2012 04 05,19.535,-67.2
M 3.1 Andreanof Islands,2012 04 05,51.656,-175.935
M 3 Fox Islands,2012 04 05,52.196,-171.253
M 3 Southern California,2012 04 05,33.854,-116.156
M 2.9 Fox Islands,2012 04 05,52.405,-171.363
M 2.9 Western Texas,2012 04 05,31.572,-106.089
M 2.9 Northern California,2012 04 05,37.257,-121.637
M 2.9 Mona Passage,2012 04 05,18.339,-67.878
M 2.8 South Of Alaska,2012 04 05,54.1,-156.676
M 2.8 Fox Islands,2012 04 05,52.423,-171.724
M 2.8 Southern California,2012 04 05,33.856,-116.167
M 2.7 Channel Islands Reg.,2012 04 05,33.786,-120.023
M 2.6 Alaska Peninsula,2012 04 05,56.407,-156.489
M 2.5 Unimak Island Region,2012 04 05,53.398,-163.129
M 2.4 Channel Islands Reg.,2012 04 05,33.793,-120.019
M 2.1 Northern California,2012 04 05,37.259,-121.638
M 2.1 Portland Urban Area,2012 04 05,45.566,-122.526
M 6.1 New Ireland Region,2012 04 06,-4.551,153.457
M 5.5 Kep. Mentawai Region,2012 04 06,-3.345,100.426
M 5.1 Kep. Mentawai Region,2012 04 06,-3.346,100.452
M 5 Tonga,2012 04 06,-21.281,-174.414
M 4.9 Northern Sumatra,2012 04 06,2.005,97.879
M 4.9 Off Coast Of Araucania,2012 04 06,-38.226,-75.019
M 4.9 Offshore Chiapas,2012 04 06,14.721,-93.284
M 4.9 Southern Mid-atlantic Ridge,2012 04 06,-22.75,-12.764
M 4.7 Banda Sea,2012 04 06,-6.556,129.109
M 4.7 Bonin Islands,2012 04 06,27.557,140.775
M 4.7 Offshore Bio-bio,2012 04 06,-36.926,-73.899
M 4.6 North Island Of New Zealand,2012 04 06,-37.949,176.018
M 4.6 Kermadec Islands Region,2012 04 06,-28.73,-178.234
M 4.5 Off East Coast Of Honshu,2012 04 06,36.808,142.788
M 4.5 West Of Bonin Islands,2012 04 06,28.982,132.076
M 4.5 Kep. Tanimbar Region,2012 04 06,-6.496,131.084
M 4.4 Oaxaca,2012 04 06,16.452,-98.051
M 4.4 Poland,2012 04 06,51.519,16.185
M 4.4 New Ireland Region,2012 04 06,-4.475,153.597
M 4.4 South Sandwich Islands Region,2012 04 06,-57.933,-25.671
M 4.3 New Britain Region,2012 04 06,-5.824,151.062
M 4.3 Jan Mayen Island Region,2012 04 06,71.267,-5.721
M 4.3 Bougainville Region,2012 04 06,-6.606,154.644
M 4.2 New Ireland Region,2012 04 06,-4.893,153.529
M 4.2 Izu Islands,2012 04 06,30.396,138.578
M 4.2 South Island Of New Zealand,2012 04 06,-43.577,172.364
M 4.2 Oaxaca,2012 04 06,16.24,-98.293
M 4.1 Hokkaido,2012 04 06,45.789,141.941
M 4.1 Guerrero,2012 04 06,16.339,-98.553
M 4.1 Offshore Maule,2012 04 06,-35.598,-72.834
M 4.1 Off W. Coast Of S. Island,2012 04 06,-45.474,166.48
M 4.1 Eastern New Guinea Reg.,2012 04 06,-6.382,146.489
M 4 Offshore Chiapas,2012 04 06,14.729,-93.393
M 4 Oaxaca,2012 04 06,16.679,-95.141
M 4 Oaxaca,2012 04 06,16.275,-98.427
M 4 Offshore Guerrero,2012 04 06,15.826,-98.961
M 3.9 Libertador O'higgins,2012 04 06,-34.766,-71.608
M 3.7 Central California,2012 04 06,36.557,-121.119
M 3.2 Mona Passage,2012 04 06,18.267,-68.148
M 3.2 Dominican Republic Region,2012 04 06,17.987,-68.253
M 3.1 Southern Alaska,2012 04 06,59.868,-153.461
M 3.1 Unimak Island Region,2012 04 06,53.412,-163.532
M 3.1 Oklahoma,2012 04 06,35.72,-97.159
M 3.1 Baja California,2012 04 06,32.15,-115.163
M 3.1 Alaska Peninsula,2012 04 06,54.401,-161.67
M 3 South Of Alaska,2012 04 06,52.286,-164.697
M 3 Central Alaska,2012 04 06,63.105,-150.751
M 2.8 Virgin Islands Region,2012 04 06,19.15,-64.67
M 2.7 Unimak Island Region,2012 04 06,53.434,-163.556
M 2.6 Andreanof Islands,2012 04 06,51.466,-176.171
M 2.6 Unimak Island Region,2012 04 06,53.416,-163.551
M 2.6 Puerto Rico Region,2012 04 06,18.571,-65.625
M 2.5 Baja California,2012 04 06,32.616,-115.812
M 2.5 Southern Alaska,2012 04 06,59.191,-153.302
M 5.3 New Britain Region,2012 04 07,-6.746,149.555
M 5.2 Banda Sea,2012 04 07,-6.057,130.684
M 5 Central Mid-atlantic Ridge,2012 04 07,1.053,-28.091
M 4.8 Fiji Region,2012 04 07,-20.856,-178.19
M 4.7 Banda Sea,2012 04 07,-5.87,131.044
M 4.7 Off E. Coast Of N. Island,2012 04 07,-36.573,177.203
M 4.6 Guam Region,2012 04 07,12.623,143.958
M 4.6 Off Coast Of Nayarit,2012 04 07,21.938,-107.633
M 4.6 Near East Coast Of Honshu,2012 04 07,36.611,140.71
M 4.5 Near East Coast Of Honshu,2012 04 07,35.818,141.109
M 4.5 Jujuy,2012 04 07,-24.135,-66.648
M 4.5 Taiwan,2012 04 07,24.063,121.793
M 4.4 New Siberian Islands,2012 04 07,75.135,136.429
M 4.4 New Siberian Islands,2012 04 07,74.964,136.45
M 4.4 New Ireland Region,2012 04 07,-4.535,153.612
M 4.4 Offshore Bio-bio,2012 04 07,-37.408,-73.87
M 4.3 Bering Strait,2012 04 07,67.569,-166.652
M 4.2 Oaxaca,2012 04 07,16.258,-98.329
M 4.2 Flores Sea,2012 04 07,-7.522,119.36
M 4.2 Tarapaca,2012 04 07,-19.166,-70.257
M 4.2 Near Coast Of Northern Peru,2012 04 07,-3.834,-81.215
M 4.1 Sumbawa Region,2012 04 07,-9.828,118.998
M 4.1 North Island Of New Zealand,2012 04 07,-37.067,176.917
