Name,Description,Lat,Lon
M 4.4 Sicily,2012 09 29,38.46,14.85
M 4.4 Jujuy,2012 09 29,-23.952,-66.71
M 4.4 Kermadec Islands,2012 09 29,-30.505,-177.749
M 4.4 Kepulauan Babar,2012 09 29,-7.354,129.353
M 4.4 Tonga,2012 09 30,-21.128,-174.328
M 4.4 Gulf Of Aden,2012 09 30,13.264,50.934
M 4.4 Molucca Sea,2012 09 30,2.796,127.414
M 4.4 South Of Fiji Islands,2012 10 01,-26.212,178.377
M 4.4 South Of Java,2012 10 01,-10.759,113.777
M 4.4 Kepulauan Babar,2012 10 01,-8.268,129.929
M 4.4 Eastern Honshu,2012 10 01,37.786,139.913
M 4.4 Central Peru,2012 10 01,-8.921,-75.525
M 4.4 Off East Coast Of Honshu,2012 10 01,39.702,143.383
M 4.4 El Salvador,2012 10 02,13.819,-89.152
M 4.4 Tajikistan,2012 10 02,37.579,72.355
M 4.4 West Chile Rise,2012 10 02,-40.396,-85.614
M 4.4 Southeast Of Loyalty Islands,2012 10 03,-22.986,170.674
M 4.4 Northern Italy,2012 10 03,44.666,7.299
M 4.4 Tajikistan,2012 10 04,37.282,72.01
M 4.4 New Britain Region,2012 10 05,-4.855,152.162
M 4.4 Bonin Islands,2012 10 05,27.185,143.357
M 4.4 Maule,2012 10 05,-34.899,-71.937
M 4.4 Central Turkey,2012 10 05,39.371,33.748
M 4.4 Flores Region,2012 10 05,-8.215,123.61
M 4.4 Aegean Sea,2012 10 06,40.226,25.275
M 4.4 Komandorskiye Ostrova Region,2012 10 07,54.499,167.374
M 4.4 Costa Rica,2012 10 07,9.783,-84.961
M 4.4 Near East Coast Of Honshu,2012 10 07,36.39,141.699
M 4.4 Banda Sea,2012 10 08,-4.404,129.284
M 4.4 Bosnia And Herzegovina,2012 10 08,44.1,17.081
M 4.4 South Sandwich Islands Region,2012 10 11,-56.004,-27.868
M 4.4 Vanuatu,2012 10 11,-14.731,167.369
M 4.4 Western Indian-antarctic Ridge,2012 10 11,-49.567,117.579
M 4.4 Tonga,2012 10 11,-20.295,-174.897
M 4.4 Bali Sea,2012 10 11,-7.234,115.879
M 4.4 North Indian Ocean,2012 10 11,2.335,89.782
M 4.4 Gulf Of California,2012 10 11,24.799,-110.325
M 4.4 Galapagos Islands Region,2012 10 12,1.529,-90.732
M 4.4 Bonin Islands,2012 10 12,28.337,138.671
M 4.4 Mariana Islands Region,2012 10 12,21.857,144.652
M 4.4 Nias Region,2012 10 12,0.752,97.088
M 4.4 Nias Region,2012 10 12,1.664,96.923
M 4.4 Offshore Guerrero,2012 10 13,16.848,-100.322
M 4.4 Halmahera,2012 10 13,1.767,127.26
M 4.4 Oaxaca,2012 10 13,16.546,-98.153
M 4.4 Southern Alaska,2012 10 14,60.108,-152.556
M 4.4 Azerbaijan,2012 10 14,41.726,46.301
M 4.4 Hokkaido,2012 10 14,42.734,142.451
M 4.4 Northwestern Iran,2012 10 16,38.44,46.89
M 4.4 Hindu Kush Region,2012 10 16,36.734,71.331
M 4.4 Philippine Islands Region,2012 10 16,10.247,126.377
M 4.4 Near East Coast Of Honshu,2012 10 17,36.649,140.231
M 4.4 Guatemala,2012 10 17,14.018,-91.294
M 4.4 Offshore El Salvador,2012 10 17,12.487,-88.801
M 4.4 Kepulauan Kai,2012 10 17,-5.144,133.732
M 4.4 Volcano Islands,2012 10 18,24.502,141.246
M 4.4 Solomon Islands,2012 10 19,-10.842,161.041
M 4.4 North Of Severnaya Zemlya,2012 10 19,85.536,85.438
M 4.4 Southern Iran,2012 10 19,29.389,51.282
M 4.4 New Ireland Region,2012 10 19,-4.722,153.44
M 4.4 Near North Coast Of Colombia,2012 10 20,10.942,-74.158
M 4.4 Northern Colombia,2012 10 20,6.761,-73.063
M 4.4 Off Coast Of Costa Rica,2012 10 21,9.951,-85.661
M 4.4 Sakhalin,2012 10 21,53.392,142.634
M 4.4 Dominican Republic Region,2012 10 21,19.538,-69.84
M 4.4 Off East Coast Of Honshu,2012 10 22,36.752,144.087
M 4.4 Off E. Coast Of N. Island,2012 10 22,-38.444,178.272
M 4.4 Peru-ecuador Border Region,2012 10 22,-3.133,-77.56
M 4.4 Kepulauan Alor,2012 10 23,-8.992,124.192
M 4.4 Pagan Reg.,2012 10 23,18.186,146.613
M 4.4 Vanuatu,2012 10 23,-15.237,166.222
M 4.4 Salta,2012 10 24,-22.787,-63.742
M 4.4 New Britain Region,2012 10 25,-6.266,150.99
M 4.4 Off East Coast Of Honshu,2012 10 25,37.612,142.299
M 4.4 Tonga,2012 10 25,-16.203,-174.796
M 4.4 Near East Coast Of Honshu,2012 10 26,35.448,140.94
M 4.4 South Sandwich Islands Region,2012 10 26,-55.942,-27.568
M 4.4 South Of Java,2012 10 27,-9.073,111.378
M 4.4 Tajikistan,2012 10 27,39.315,73.534
M 4.4 Offshore Valparaiso,2012 10 27,-33.642,-72.006
M 4.4 Philippine Islands Region,2012 10 27,10.405,126.755
M 4.4 Andaman Islands,2012 10 27,13.643,92.925
M 4.4 Banda Sea,2012 10 27,-7.063,123.383
M 4.4 Chagos Archipelago Region,2012 10 28,-3.048,68.173
M 4.4 Philippine Islands Region,2012 10 28,10.457,126.731
M 4.4 Philippine Islands Region,2012 10 28,10.487,126.846
M 4.4 Philippine Islands Region,2012 10 28,10.473,126.845
M 4.4 Queen Charlotte Islands Region,2012 10 28,52.549,-132.873
M 4.4 Queen Charlotte Islands Region,2012 10 28,52.62,-132.683
M 4.4 Offshore Oaxaca,2012 10 28,15.91,-97.271
M 4.4 Queen Charlotte Islands Region,2012 10 28,52.423,-132.468
M 4.4 Queen Charlotte Islands Region,2012 10 28,51.976,-131.821
M 4.4 Queen Charlotte Islands Region,2012 10 28,52.677,-132.249
M 4.4 Queen Charlotte Islands Region,2012 10 28,52.689,-132.721
M 4.4 Queen Charlotte Islands Region,2012 10 28,52.546,-131.198
M 4.4 Queen Charlotte Islands Region,2012 10 28,52.812,-132.334
M 4.4 Queen Charlotte Islands Region,2012 10 28,52.421,-132.161
M 4.4 Queen Charlotte Islands Region,2012 10 28,52.306,-132.422
M 4.4 Queen Charlotte Islands Region,2012 10 28,52.427,-132.26
M 4.4 Queen Charlotte Islands Region,2012 10 28,52.683,-132.689
M 4.4 Queen Charlotte Islands Region,2012 10 28,52.647,-132.406
M 4.4 Off East Coast Of Honshu,2012 10 29,37.426,143.956
M 4.4 Queen Charlotte Islands Region,2012 10 29,52.443,-131.457
M 4.4 Philippine Islands Region,2012 10 29,10.519,127.088
M 4.4 Queen Charlotte Islands Region,2012 10 29,52.577,-132.574
M 4.4 Near East Coast Of Honshu,2012 10 29,37.29,141.977
M 4.4 Offshore Bio-bio,2012 10 29,-37.678,-73.809
M 4.4 Queen Charlotte Islands Region,2012 10 29,52.166,-131.893
M 4.4 Vancouver Island,2012 10 29,49.167,-127.778
M 4.4 Queen Charlotte Islands Region,2012 10 29,52.451,-131.835
M 4.4 Santa Cruz Islands,2012 10 30,-11.921,166.543
M 4.4 Northern Colombia,2012 10 30,6.749,-72.97
M 4.4 Hubei,2012 10 30,30.893,110.555
M 4.4 Southern Alaska,2012 10 30,61.493,-150.722
M 4.4 Iran-pakistan Border Region,2012 10 31,26.83,61.98
M 4.4 Queen Charlotte Islands Region,2012 11 01,52.415,-132.189
M 4.4 Philippine Islands Region,2012 11 01,10.398,126.64
M 4.4 North Of Franz Josef Land,2012 11 01,86.797,52.24
M 4.4 Indian Ocean Triple Junction,2012 11 02,-27.522,66.191
M 4.4 North Of Severnaya Zemlya,2012 11 02,85.714,83.693
M 4.4 Offshore Guatemala,2012 11 02,13.896,-92.345
M 4.4 Offshore Antofagasta,2012 11 02,-21.273,-70.359
M 4.4 East Of South Sandwich Islands,2012 11 02,-60.658,-20.316
M 4.4 Queen Charlotte Islands Region,2012 11 03,52.522,-132.015
M 4.4 Off East Coast Of Kamchatka,2012 11 03,51.615,159.806
M 4.4 Luzon,2012 11 03,17.452,120.379
M 4.4 Tonga,2012 11 03,-15.256,-174.024
M 4.4 Tonga,2012 11 03,-15.382,-174.089
M 4.4 South Of Kermadec Islands,2012 11 04,-32.644,-178.492
M 4.4 Gulf Of California,2012 11 04,24.475,-110.132
M 4.4 Southwest Indian Ridge,2012 11 06,-34.559,54.865
M 4.4 Minahasa,2012 11 06,1.536,122.409
M 4.4 East Of Kuril Islands,2012 11 06,45.768,153.894
M 4.4 Near East Coast Of Honshu,2012 11 07,36.9,141.305
M 4.4 Minahasa,2012 11 07,0.283,122.196
M 4.4 Sea Of Japan,2012 11 07,37.556,135.664
M 4.4 Hindu Kush Region,2012 11 07,36.419,70.62
M 4.4 Halmahera,2012 11 07,2.661,128.889
M 4.4 East Of Kuril Islands,2012 11 07,45.615,153.699
M 4.4 Offshore Guatemala,2012 11 07,14.038,-92.033
M 4.4 Bio-bio,2012 11 07,-37.948,-73.141
M 4.4 Vancouver Island,2012 11 08,49.189,-128.398
M 4.4 Kepulauan Sangihe,2012 11 08,4.541,125.944
M 4.4 Fiji Region,2012 11 08,-18.167,-178.025
M 4.4 Northwestern Kashmir,2012 11 09,36.878,73.085
M 4.4 Offshore Guatemala,2012 11 09,13.925,-92.565
M 4.4 Offshore Guatemala,2012 11 09,13.895,-92.55
M 4.4 Mindanao,2012 11 09,7.466,126.728
M 4.4 Off The Coast Of Guatemala,2012 11 09,13.584,-92.494
M 4.4 Solomon Islands,2012 11 09,-10.214,161.118
M 4.4 Philippine Islands Region,2012 11 10,9.533,127.268
M 4.4 Izu Islands,2012 11 10,29.667,142.048
M 4.4 Bonin Islands,2012 11 11,26.032,142.694
M 4.4 Myanmar,2012 11 11,23.082,95.922
M 4.4 Offshore Guatemala,2012 11 11,13.877,-91.671
M 4.4 Santa Cruz Islands Region,2012 11 11,-11.011,164.815
M 4.4 Offshore O'higgins,2012 11 11,-33.973,-72.272
M 4.4 Offshore Guatemala,2012 11 11,13.949,-92.529
M 4.4 Offshore Guatemala,2012 11 11,13.814,-92.366
M 4.4 Offshore Guatemala,2012 11 12,13.689,-92.486
M 4.4 New Britain Region,2012 11 12,-5.187,151.331
M 4.4 Gulf Of Alaska,2012 11 12,57.601,-142.777
M 4.4 Montenegro,2012 11 12,42.544,19.066
M 4.4 Minahasa,2012 11 13,0.246,122.292
M 4.4 Montenegro,2012 11 13,42.55,19.02
M 4.4 Rat Islands,2012 11 13,51.605,176.916
M 4.4 Tonga,2012 11 14,-17.969,-175.133
M 4.4 Northern Mid-atlantic Ridge,2012 11 14,15.261,-45.439
M 4.4 Myanmar,2012 11 14,22.821,96.06
M 4.4 Southeast Of Ryukyu Islands,2012 11 14,24.783,128.396
M 4.4 Off W Coast Of Northern Sumatra,2012 11 15,4.719,94.487
M 4.4 Bonin Islands,2012 11 15,27.494,140.049
M 4.4 New Britain Region,2012 11 15,-5.756,151.722
M 4.4 Northern Mid-atlantic Ridge,2012 11 15,30.435,-41.627
M 4.4 Off East Coast Of Kamchatka,2012 11 15,52.924,160.68
M 4.4 Papua,2012 11 15,-3.403,140.086
M 4.4 Offshore Guatemala,2012 11 16,13.833,-92.562
M 4.4 Near N Coast Of Papua,2012 11 16,-2.074,139.22
M 4.4 Offshore Guatemala,2012 11 17,14.006,-92.442
M 4.4 Near East Coast Of Honshu,2012 11 17,34.554,140.419
M 4.4 Pakistan,2012 11 18,32.964,69.747
M 4.4 Near N Coast Of Papua,2012 11 18,-2.175,135.096
M 4.4 Offshore Guatemala,2012 11 18,13.976,-92.418
M 4.4 New Britain Region,2012 11 19,-5.873,151.742
M 4.4 New Britain Region,2012 11 19,-5.73,151.718
M 4.4 Chagos Archipelago Region,2012 11 19,-6.74,71.029
M 4.4 Offshore Chiapas,2012 11 21,14.068,-92.57
M 4.4 Offshore Chiapas,2012 11 21,14.158,-92.665
M 4.4 Kuril Islands,2012 11 21,45.112,148.403
M 4.4 New Britain Region,2012 11 21,-5.838,151.851
M 4.4 Sea Of Okhotsk,2012 11 21,51.489,150.759
M 4.4 Banda Sea,2012 11 22,-5.257,131.506
M 4.4 Southeast Of Loyalty Islands,2012 11 22,-22.395,173.956
M 4.4 Carlsberg Ridge,2012 11 23,10.285,57.613
M 4.4 Southern Mid-atlantic Ridge,2012 11 23,-45.533,-14.553
M 4.4 Myanmar,2012 11 23,22.402,95.736
M 4.4 Offshore Guatemala,2012 11 24,13.956,-92.287
M 4.4 Antofagasta,2012 11 24,-21.997,-68.823
M 4.4 New Guinea,2012 11 25,-5.072,144.914
M 4.4 Tarapaca,2012 11 25,-19.632,-69.383
M 4.4 Eastern New Guinea Reg.,2012 11 26,-5.029,147.167
M 4.4 Andreanof Islands,2012 11 26,51.531,-179.52
M 4.4 Philippine Islands Region,2012 11 26,10.581,126.924
M 4.4 Uttaranchal,2012 11 27,30.9,78.422
M 4.4 New Britain Region,2012 11 27,-4.924,152.953
M 4.4 Off The Coast Of El Salvador,2012 11 27,12.245,-88.507
M 4.4 Seram,2012 11 27,-2.993,129.181
M 4.4 Offshore El Salvador,2012 11 28,12.381,-88.352
M 4.4 Offshore El Salvador,2012 11 28,12.502,-88.365
M 4.4 Vanuatu,2012 11 28,-15.298,167.577
M 4.4 South Of Java,2012 11 28,-9.549,107.939
M 4.4 Hokkaido,2012 11 29,41.753,142.74
M 4.4 Tonga,2012 11 30,-19.935,-175.481
M 4.4 North Island Of New Zealand,2012 11 30,-37.892,176.706
M 4.4 Myanmar,2012 11 30,25.683,95.998
M 4.4 Gulf Of Oman,2012 11 30,24.913,60.798
M 4.4 East Timor Region,2012 11 30,-8.687,127.845
M 4.4 Fiji Region,2012 11 30,-19.209,-177.556
M 4.4 Kamchatka Peninsula,2012 11 30,55.871,160.04
M 4.4 Southwest Indian Ridge,2012 12 01,-38.916,46.349
M 4.4 Chukotka,2012 12 02,66.266,-174.836
M 4.4 Philippine Islands Region,2012 12 02,10.149,126.317
M 4.4 Eastern New Guinea Reg.,2012 12 03,-5.999,147.759
M 4.4 Offshore El Salvador,2012 12 03,13.193,-89.824
M 4.4 Near Coast Of Nicaragua,2012 12 03,12.559,-87.925
M 4.4 Offshore Guatemala,2012 12 03,13.523,-90.383
M 4.4 Black Sea,2012 12 03,43.444,28.61
M 4.4 Near The West Coast Of Yemen,2012 12 03,14.972,42.216
M 4.4 Catanduanes,2012 12 04,13.121,124.076
M 4.4 Hokkaido,2012 12 04,41.95,142.353
M 4.4 Tonga,2012 12 05,-15.287,-173.464
M 4.4 Offshore Guatemala,2012 12 05,13.592,-92.136
M 4.4 Off Coast Of Northern California,2012 12 05,38.717,-127.285
M 4.4 Queen Charlotte Islands Region,2012 12 06,53,-132.37
M 4.4 Southern Greece,2012 12 06,36.94,23.111
M 4.4 Kepulauan Barat Daya,2012 12 07,-7.643,127.668
M 4.4 Off East Coast Of Honshu,2012 12 07,38.057,143.903
M 4.4 Off East Coast Of Honshu,2012 12 07,37.727,143.817
M 4.4 Off East Coast Of Honshu,2012 12 07,37.802,143.623
M 4.4 Off East Coast Of Honshu,2012 12 07,37.241,143.813
M 4.4 Off East Coast Of Honshu,2012 12 08,37.834,143.956
M 4.4 Off East Coast Of Honshu,2012 12 08,37.5,143.855
M 4.4 Near N Coast Of New Guinea,2012 12 08,-3.448,145.391
M 4.4 Offshore Guatemala,2012 12 08,13.827,-91.866
M 4.4 Off East Coast Of Honshu,2012 12 10,37.938,143.737
M 4.4 Off East Coast Of Honshu,2012 12 10,37.818,144.305
M 4.4 Kyrgyzstan,2012 12 11,39.511,71.844
M 4.4 Taiwan,2012 12 11,24.005,121.661
M 4.4 Offshore El Salvador,2012 12 11,12.63,-88.491
M 4.4 Near East Coast Of Honshu,2012 12 12,35.136,140.924
M 4.4 Offshore Guatemala,2012 12 14,13.876,-92.011
M 4.4 Molucca Sea,2012 12 14,0.588,126.635
M 4.4 Off East Coast Of Honshu,2012 12 14,37.53,143.689
M 4.4 New Ireland Region,2012 12 15,-4.983,153.024
M 4.4 Molucca Sea,2012 12 15,0.478,126.344
M 4.4 Mindanao,2012 12 16,9.817,126.452
M 4.4 Pagan Reg.,2012 12 16,18.206,146.843
M 4.4 Kermadec Islands,2012 12 18,-30.54,-177.756
M 4.4 Oaxaca,2012 12 18,16.224,-95.615
M 4.4 Banda Sea,2012 12 20,-6.598,129.987
M 4.4 Nias Region,2012 12 21,0.771,98.407
M 4.4 South Of Kermadec Islands,2012 12 21,-32.268,-177.383
M 4.4 Near East Coast Of Honshu,2012 12 22,35.271,140.38
M 4.4 Taiwan Region,2012 12 22,21.941,121.571
M 4.4 Chiapas,2012 12 22,16.756,-93.63
M 4.4 Hindu Kush Region,2012 12 23,36.201,70.046
M 4.4 Off East Coast Of Kamchatka,2012 12 23,52.614,159.222
M 4.4 Andreanof Islands,2012 12 24,51.565,-176.883
M 4.4 Fiji Region,2012 12 24,-20.35,-176.798
M 4.4 Kepulauan Talaud,2012 12 24,4.226,126.807
M 4.4 Costa Rica,2012 12 24,10.148,-85.357
M 4.4 Banda Sea,2012 12 25,-6.55,130.031
M 4.4 Black Sea,2012 12 25,42.539,40.94
M 4.4 Southern Xinjiang,2012 12 25,39.434,74.765
M 4.4 Myanmar,2012 12 26,22.771,95.962
M 4.4 Bougainville Region,2012 12 26,-6.053,155.035
M 4.4 Tonga,2012 12 26,-20.936,-174.768
M 4.4 Southern East Pacific Rise,2012 12 26,-35.398,-105.315
M 4.4 Offshore Guatemala,2012 12 27,14.068,-92.351
M 4.4 Off Coast Of Costa Rica,2012 12 29,10.723,-86.264
M 4.4 Fox Islands,2012 12 30,52.19,-171.123
M 4.4 Offshore Guatemala,2012 12 31,14.083,-92.184
M 4.3 Hokkaido,2012 01 01,41.755,144.535
M 4.3 Offshore Guatemala,2012 01 01,13.614,-90.509
M 4.3 South Island Of New Zealand,2012 01 01,-43.417,172.85
M 4.3 South Of Panama,2012 01 01,5.804,-82.598
M 4.3 North Of Barbuda,2012 01 01,19.584,-61.721
M 4.3 Santa Cruz Islands,2012 01 02,-11.06,165.779
M 4.3 Fox Islands,2012 01 03,54.25,-165.226
M 4.3 South Of Mariana Islands,2012 01 03,11.944,143.593
M 4.3 Southeastern Alaska,2012 01 04,59.099,-138.116
M 4.3 Crete,2012 01 05,34.97,25.43
M 4.3 Turkey-syria-iraq Border Region,2012 01 06,37.994,42.65
M 4.3 Sulawesi,2012 01 06,-1.244,123.088
M 4.3 Solomon Islands,2012 01 06,-11.029,163.51
M 4.3 South Island Of New Zealand,2012 01 06,-43.508,172.825
M 4.3 Kepulauan Alor,2012 01 06,-8.38,124.858
M 4.3 Central East Pacific Rise,2012 01 07,-6.511,-107.571
M 4.3 New Ireland Region,2012 01 07,-3.618,151.579
M 4.3 D'entrecasteaux Islands Region,2012 01 07,-8.207,154.061
M 4.3 Pacific-antarctic Ridge,2012 01 07,-63.51,-167.384
M 4.3 Kepulauan Barat Daya,2012 01 08,-7.801,127.708
M 4.3 Fox Islands,2012 01 08,52.498,-170.203
M 4.3 Banda Sea,2012 01 09,-4.546,126.701
M 4.3 Timor Region,2012 01 10,-9.129,123.724
M 4.3 Central Turkey,2012 01 10,39.419,35.311
M 4.3 Tonga Region,2012 01 13,-17.542,-172.659
M 4.3 Western Iran,2012 01 13,35.763,49.028
M 4.3 Tonga,2012 01 13,-21.67,-173.105
M 4.3 South Of Kermadec Islands,2012 01 14,-32.613,-178.572
M 4.3 Near East Coast Of Honshu,2012 01 15,35.816,140.16
M 4.3 Jan Mayen Island Region,2012 01 15,71.679,-2.192
M 4.3 Off E. Coast Of N. Island,2012 01 15,-36.26,177.471
M 4.3 Off W. Coast Of S. Island,2012 01 17,-45.536,166.615
M 4.3 Offshore Northern California,2012 01 17,40.528,-124.783
M 4.3 Kermadec Islands Region,2012 01 18,-29.283,-176.167
M 4.3 Fox Islands,2012 01 18,54.956,-165.11
M 4.3 New Britain Region,2012 01 18,-5.956,149.574
M 4.3 Baja California,2012 01 18,32.377,-115.243
M 4.3 Molucca Sea,2012 01 18,-0.91,126.886
M 4.3 Santa Cruz Islands,2012 01 19,-10.913,165.568
M 4.3 Off East Coast Of Honshu,2012 01 19,39.324,144.312
M 4.3 Andaman Islands,2012 01 20,10.602,91.816
M 4.3 Off E. Coast Of N. Island,2012 01 21,-39.926,177.026
M 4.3 Solomon Islands,2012 01 22,-10.098,160.97
M 4.3 Tarapaca,2012 01 22,-18.847,-69.405
M 4.3 Seram,2012 01 22,-2.999,129.823
M 4.3 Offshore Bio-bio,2012 01 23,-37.781,-73.958
M 4.3 Flores Region,2012 01 23,-8.859,123.965
M 4.3 Tonga,2012 01 23,-18.445,-173.362
M 4.3 Solomon Islands,2012 01 23,-10.616,163.246
M 4.3 Halmahera,2012 01 24,2.541,128.479
M 4.3 Off East Coast Of Honshu,2012 01 24,36.662,144.023
M 4.3 North Of Ascension Island,2012 01 25,-0.742,-13.02
M 4.3 Offshore Oaxaca,2012 01 25,15.501,-95.337
M 4.3 Nei Mongol-shaanxi Border,2012 01 25,39.03,110.662
M 4.3 Russia-mongolia Border Region,2012 01 26,49.802,88.204
M 4.3 Southern Sumatra,2012 01 28,-5.733,103.429
M 4.3 Western Indian-antarctic Ridge,2012 01 29,-49.997,117.73
M 4.3 Off E. Coast Of N. Island,2012 01 30,-40.82,177.823
M 4.3 Western Indian-antarctic Ridge,2012 01 31,-49.629,117.454
M 4.3 East Timor Region,2012 01 31,-9.357,125.447
M 4.3 Seram,2012 01 31,-3.079,130.243
M 4.3 Liaoning,2012 02 01,40.458,122.473
M 4.3 North Island Of New Zealand,2012 02 02,-39.979,176.822
M 4.3 Vanuatu,2012 02 02,-18.426,167.716
M 4.3 Vanuatu,2012 02 02,-17.816,166.502
M 4.3 Vanuatu,2012 02 02,-17.999,167.41
M 4.3 Vanuatu,2012 02 02,-17.472,167.253
M 4.3 New Britain Region,2012 02 02,-6.689,150.029
M 4.3 Vanuatu,2012 02 02,-18.053,167.601
M 4.3 Vanuatu,2012 02 02,-17.581,167.628
M 4.3 Off Coast Of Chiapas,2012 02 03,14.994,-94.124
M 4.3 Turkmenistan,2012 02 03,38.513,55.664
M 4.3 Vanuatu,2012 02 03,-17.724,167.321
M 4.3 Vanuatu,2012 02 03,-17.121,167.771
M 4.3 Azerbaijan,2012 02 04,38.618,48.778
M 4.3 Off Coast Of Oregon,2012 02 04,43.222,-126.459
M 4.3 Andreanof Islands,2012 02 04,52.209,-175.697
M 4.3 Guam Region,2012 02 05,12.124,143.693
M 4.3 Arabian Sea,2012 02 05,18.116,63.721
M 4.3 Vanuatu,2012 02 05,-18.016,167.343
M 4.3 Vanuatu,2012 02 05,-18.071,167.498
M 4.3 Negros- Cebu Reg,2012 02 06,10.052,123.396
M 4.3 Samar,2012 02 06,11.931,125.867
M 4.3 Vanuatu,2012 02 06,-17.523,167.591
M 4.3 Negros- Cebu Reg,2012 02 06,10.085,123.475
M 4.3 Bonin Islands,2012 02 06,28.409,139.996
M 4.3 Southwest Indian Ridge,2012 02 06,-29.08,61.244
M 4.3 Eastern Sichuan,2012 02 08,30.85,103.365
M 4.3 South Island Of New Zealand,2012 02 08,-43.645,172.859
M 4.3 Kepulauan Sangihe,2012 02 09,3.622,125.671
M 4.3 Off Coast Of Chiapas,2012 02 09,14.85,-94.25
M 4.3 Off East Coast Of Honshu,2012 02 10,37.152,143.857
M 4.3 Offshore Guerrero,2012 02 10,16.527,-99.373
M 4.3 Assam - Nagaland Region,2012 02 10,26.046,94.248
M 4.3 Sucre,2012 02 11,10.69,-62.49
M 4.3 Near N Coast Of Papua,2012 02 11,-0.274,132.525
M 4.3 Offshore Bio-bio,2012 02 11,-37.443,-73.862
M 4.3 Kermadec Islands Region,2012 02 11,-31.965,-178.253
M 4.3 State Of Yap,2012 02 12,8.052,137.585
M 4.3 South Of Kermadec Islands,2012 02 12,-33.942,-178.66
M 4.3 Andreanof Islands,2012 02 12,51.549,-176.95
M 4.3 Vanuatu,2012 02 13,-17.406,167.231
M 4.3 Northern California,2012 02 13,38.793,-122.743
M 4.3 North Island Of New Zealand,2012 02 13,-37.029,176.987
M 4.3 Off E. Coast Of N. Island,2012 02 14,-35.738,178.325
M 4.3 Sumbawa Region,2012 02 14,-9.609,117.541
M 4.3 Negros- Cebu Reg,2012 02 15,10.24,123.397
M 4.3 Egypt,2012 02 16,29.867,30.561
M 4.3 Crete,2012 02 16,34.61,24.08
M 4.3 South Sandwich Islands Region,2012 02 16,-59.312,-24.767
M 4.3 Tajikistan,2012 02 17,37.315,67.905
M 4.3 Kermadec Islands,2012 02 17,-30.229,-177.229
M 4.3 Offshore Bio-bio,2012 02 17,-37.233,-73.785
M 4.3 Off East Coast Of Honshu,2012 02 18,39.032,144.779
M 4.3 Banda Sea,2012 02 19,-6.607,130.089
M 4.3 North Island Of New Zealand,2012 02 19,-39.976,175.035
M 4.3 Banda Sea,2012 02 19,-4.199,129.8
M 4.3 Kermadec Islands,2012 02 19,-29.844,-178.282
M 4.3 Kermadec Islands Region,2012 02 20,-31.489,-177.853
M 4.3 Northwest Of Kuril Islands,2012 02 20,52.404,152.632
M 4.3 Near East Coast Of Honshu,2012 02 21,36.063,141.628
M 4.3 Fiji Region,2012 02 22,-16.189,-176.26
M 4.3 Southern Sumatra,2012 02 22,-0.828,101.243
M 4.3 East Timor Region,2012 02 22,-9.553,125.164
M 4.3 Bonin Islands,2012 02 23,26.514,144.166
M 4.3 Off East Coast Of Kamchatka,2012 02 23,54.994,163.149
M 4.3 Off Coast Of Chiapas,2012 02 24,14.174,-93.438
M 4.3 Northern California,2012 02 25,40.286,-124.323
M 4.3 South Island Of New Zealand,2012 02 25,-43.454,172.844
M 4.3 Mindoro,2012 02 26,13.681,120.866
M 4.3 South Of Tonga,2012 02 26,-26.946,-175.779
M 4.3 Sucre,2012 02 27,10.56,-63.62
M 4.3 Southern Peru,2012 02 27,-15.998,-69.464
M 4.3 Kermadec Islands Region,2012 02 28,-30.41,-176.756
M 4.3 Southwestern Siberia,2012 02 28,51.831,95.742
M 4.3 Southern Iran,2012 02 28,27.441,57.646
M 4.3 Eastern Turkey,2012 02 29,38.762,43.222
M 4.3 Kermadec Islands Region,2012 02 29,-29.799,-176.06
M 4.3 Bonin Islands,2012 02 29,27.842,142.699
M 4.3 Off Coast Of Chiapas,2012 03 01,13.995,-93.234
M 4.3 Tonga,2012 03 01,-15.25,-173.756
M 4.3 Vanuatu,2012 03 01,-17.909,167.569
M 4.3 Hindu Kush Region,2012 03 03,36.066,70.427
M 4.3 Southern Alaska,2012 03 03,60.048,-152.859
M 4.3 Off East Coast Of Honshu,2012 03 03,37.105,144.575
M 4.3 South Island Of New Zealand,2012 03 04,-41.378,173.703
M 4.3 Western Sichuan,2012 03 04,30.167,101.767
M 4.3 Taiwan Region,2012 03 04,24.259,122.674
M 4.3 Offshore Chiapas,2012 03 04,14.744,-93.271
M 4.3 Northern Algeria,2012 03 05,36.41,0.807
M 4.3 Near N Coast Of New Guinea,2012 03 05,-3.061,142.396
M 4.3 Mona Passage,2012 03 05,18.296,-68.555
M 4.3 Kuril Islands,2012 03 06,44.268,148.643
M 4.3 Kermadec Islands,2012 03 06,-30.322,-178.768
M 4.3 Gulf Of Aden,2012 03 06,13.059,51.266
M 4.3 Offshore Oaxaca,2012 03 06,15.566,-97.919
M 4.3 Southeast Of Loyalty Islands,2012 03 06,-22.11,169.74
M 4.3 South Of Fiji Islands,2012 03 06,-23.331,-178.586
M 4.3 Papua,2012 03 07,-1.449,132.857
M 4.3 Kashmir-xizang Border Region,2012 03 07,32.029,78.109
M 4.3 Southwestern Siberia,2012 03 07,51.668,96.322
M 4.3 Near N Coast Of Papua,2012 03 07,-2.739,139.166
M 4.3 Tonga,2012 03 07,-20.597,-174.18
M 4.3 Southern Xinjiang,2012 03 08,37.433,78.653
